subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,13,20,south west,"...e prevailing wind direction is from the **south west**, this brings warm wet weather (link to ...",LTC,PARSING_ERROR,90,Compass direction 'south-west' should be hyphenated as a noun or adjective according to OED standard.,21
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,15,22,south westerly,...Atlantic weather systems and prevailing **south westerly** winds. Convectional rainfall occurs les...,LTC,PARSING_ERROR,90,Compound adjective 'south-westerly' requires a hyphen according to OED standard.,23
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,17,23,fastflowing,"...ream: The position of the jet stream, a **fastflowing** ribbon of air high in the atmosphere, i...",LTC,PARSING_ERROR,90,Compound adjective requires hyphenation: 'fast-flowing'.,24
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,18,26,cross section,... charts and satellite images - create a **cross section** through a depression outside as a class...,LTC,PARSING_ERROR,90,Compound noun requires hyphenation: 'cross-section'.,27
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,27,33,extreme cold,"...heatwaves. - Emergency services: During **extreme cold** events, emergency services may provide ...",LTC,FALSE_POSITIVE,100,'Extreme cold' is grammatically correct as two separate words in this context.,34
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,31,39,Nasa,...mate-change/evidence-climate-change/) - **Nasa** sea level rise projection tool: <https:...,LTC,SPELLING_ERROR,100,Acronym should be fully capitalised: 'NASA'.,40
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,35,44,first hand,...dy material throughout Unit 3 and write **first hand** diary entries/news reports to demonstra...,LTC,PARSING_ERROR,90,Compound adjective requires hyphenation: 'first-hand'.,45
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,36,54,river side,...ers could plan a litter pick in a local **river side** or coastal area to raise awareness of p...,LTC,SPELLING_ERROR,90,'Riverside' should be written as a single compound word.,55
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,38,57,sea water,... process occurs when the temperature of **sea water** increases. |  |  {57}------------------...,LTC,SPELLING_ERROR,90,'Seawater' should be written as a single compound word.,58
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,39,58,airplanes,...eflects the movement of objects such as **airplanes** or hurricanes. | |---------------------...,LTC,SPELLING_ERROR,100,Use British English spelling: 'aeroplanes'.,59
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,40,59,ntent,...//ebooks.dynamic learning.co.uk/prod_co **ntent**/extracted_books/ 9781471861338- 1.15.8/...,LTC,PARSING_ERROR,100,Word split due to line break within a URL/path: 'content'.,60
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,41,59,htmForeign,...ks/ 9781471861338- 1.15.8/OEBPS/t6ch01. **htmForeign** direct investment (FDI) | An investment...,LTC,PARSING_ERROR,100,Merged words due to parsing; should be 'htm Foreign'.,60
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,43,60,sub-tropical,...low pressure that form over tropical or **sub-tropical** waters. Hurricanes have strong winds th...,LTC,FALSE_POSITIVE,100,The term 'sub-tropical' is correctly hyphenated as a compound adjective.,61
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,44,60,northern hemisphere,"...int called the eye of the storm. In the **northern hemisphere**, the winds rotate counterclockwise, whi...",LTC,FALSE_POSITIVE,100,The term 'northern hemisphere' is correctly written as two separate words.,61
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,45,60,southern hemisphere,"...s rotate counterclockwise, while in the **southern hemisphere** they rotate clockwise. | | Ice core dat...",LTC,FALSE_POSITIVE,100,The term 'southern hemisphere' is correctly written as two separate words.,61
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,46,61,ntent,...//ebooks.dynamic learning.co.uk/prod_co **ntent**/extracted_books/ 9781471861338- 1.15.8/...,LTC,PARSING_ERROR,100,Truncated word 'content' within a URL slug due to a parsing artifact.,62
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,47,61,htmIntertropical,...ks/ 9781471861338- 1.15.8/OEBPS/t5ch02. **htmIntertropical** convergence zone (ITCZ) | A broad band ...,LTC,PARSING_ERROR,100,Merged words 'htm' and 'Intertropical' due to a parsing artifact.,62
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,49,61,ntent,...//ebooks.dynamic learning.co.uk/prod_co **ntent**/extracted_books/ 9781471861338- 1.15.8/...,LTC,PARSING_ERROR,100,Truncated word 'content' within a URL slug due to a parsing artifact.,62
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,50,61,htmMaritime,...ks/ 9781471861338- 1.15.8/OEBPS/t5ch03. **htmMaritime** (climate) | The climatic condition of l...,LTC,PARSING_ERROR,100,Merged words 'htm' and 'Maritime' due to a parsing artifact.,62
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,51,62,McDonalds,"... businesses such as Sony, Microsoft and **McDonalds**, who have branches in several countries...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing apostrophe in the proper noun 'McDonald's'.,63
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,54,62,ntent,...//ebooks.dynamic learning.co.uk/prod_co **ntent**/extracted_books/ 9781471861338- 1.15.8/...,LTC,PARSING_ERROR,100,Truncated word 'content' within a URL slug due to a parsing artifact.,63
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,55,62,htmNewly,...ks/ 9781471861338- 1.15.8/OEBPS/t6ch01. **htmNewly** industrialised country (NIC) | Newly in...,LTC,PARSING_ERROR,100,Merged words 'htm' and 'Newly' due to a parsing artifact.,63
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,58,62,sea water,"...on | A process by which the pH level of **sea water** decreases, making the water more acidic...",LTC,SPELLING_ERROR,90,"The compound noun 'sea water' should be written as one word, 'seawater', in this scientific context.",63
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,59,62,mid latitudes,"...s. This cold air then moves towards the **mid latitudes**. Polar cells help to create cold, dry c...",LTC,PARSING_ERROR,90,The compound noun 'mid latitudes' should be hyphenated as 'mid-latitudes' according to OED standards.,63
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,60,63,ntent,...//ebooks.dynamic learning.co.uk/prod_co **ntent**/extracted_books/ 9781471861338- 1.15.8/...,LTC,PARSING_ERROR,100,"The word 'content' is truncated within a URL due to a line break, indicating a parsing artifact.",64
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,61,63,htmRaw,"...ks/ 9781471861338- 1.15.8/OEBPS/t6ch01. **htmRaw** materials | Materials such as timber, s...",LTC,PARSING_ERROR,100,"The URL extension 'htm' and the word 'Raw' are merged, indicating a parsing error.",64
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,62,64,well being,"...: Promoting social equity, justice, and **well being**. | |-----------------------------------...",LTC,PARSING_ERROR,90,The compound noun 'well being' should be hyphenated as 'well-being' according to OED standards.,65
Geography,gcse-geography---guidance-for-teaching-unit-4.csv,0,12,skills,"...c, graphical, numerical and statistical **skills** communication skills evaluative skills ...",LTC,PARSING_ERROR,90,"Lack of punctuation between list items, likely a parsing artifact from PDF conversion.",13
Geography,gcse-geography---guidance-for-teaching-unit-4.csv,1,15,outside of,"...th learning experiences in environments **outside of** the classroom, or via online platforms,...",LTC,STYLISTIC_PREFERENCE,70,"'Outside of' is grammatically acceptable, though 'outside' would be more concise.",16
Geography,gcse-geography---guidance-for-teaching-unit-4.csv,2,24,skillset,... and provides geographers with a unique **skillset** that they can apply to a range of diffe...,LTC,FALSE_POSITIVE,100,'Skillset' is a correctly spelled and commonly used compound noun.,25
Geography,gcse-geography---guidance-for-teaching-unit-4.csv,3,25,mega cities,...earners could explore the definition of **mega cities** and global cities and make comparisons ...,LTC,PARSING_ERROR,90,"'Megacity' should be a single compound word, not two separate words.",26
Geography,gcse-geography---guided-learning-hours-table.csv,0,1,2 year,...rs Table**  Based on 120 hours across a **2 year** course.  | Unit | Qualification weighti...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective '2-year' modifying 'course'.,2
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,1,8,th,...---------|--------------------------| | **th** June 2012 9 | 201 | 24 | | 15th May 201...,LTC,PARSING_ERROR,100,Truncated word in a table cell; likely missing a number before 'th'.,9
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,2,15,hotograph,...---  |                                | **hotograph** 2 and is labelled on Map 2. | [6] | |--...,LTC,SPELLING_ERROR,100,Misspelling of 'photograph'; missing the letter 'p'.,16
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,4,29,Less,"...imum of two marks, for example: <ul><li>**Less** leaves on trees in winter so less inter...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,'Less' is used incorrectly for countable nouns; should be 'Fewer leaves'.,30
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,5,29,Less,...o less interception of rainfall</li><li>**Less** leaves on tress so less transpiration</...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,'Less' is used incorrectly for countable nouns; should be 'Fewer leaves'.,30
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,6,29,so,...and other surfaces</li><li>Frozen ground** so** rain water cannot soak into it</li><li>...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma before 'so' would improve clarity when connecting two independent clauses.,30
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,7,29,Less,...imum of four marks for example: <ul><li>**Less** leaves on trees in winter so less inter...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,'Less' is used incorrectly for countable nouns; should be 'Fewer leaves'.,30
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,8,29,so,...li><li>Precipitation is higher in winter** so** soil becomes saturated more quickly and...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma before 'so' would improve clarity when connecting two independent clauses.,30
Geography,gcse-geography---unit-1-our-physical-and-human-world.csv,9,31,so,"...|  | |  | N.B. The Scale map is 1:50 000** so** every grid square is equal to 1000m, an...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma before 'so' would improve clarity when connecting two independent clauses.,32
